fid,geo_point_2d,nom,epci,legende_sdic,geo_shape
708,"45.213957887818275,5.778788269245649",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.778788269245649,45.213957887818275],[5.779667,45.209859],[5.779774,45.209617]],[[5.779774,45.209617],[5.779967,45.209111],[5.7803,45.208189],[5.780557,45.207176],[5.780718,45.206609],[5.780557,45.206556],[5.780654,45.206065],[5.780568,45.205989]]]}"
709,"45.16022477574066,5.750776226042234",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.750776226042234,45.16022477574066],[5.750904265101455,45.1603361251192],[5.750946667393439,45.16041494950811],[5.750892700840004,45.16050736417008],[5.750148733353361,45.160944972739706],[5.749063,45.161573],[5.748857545462428,45.161810883188714],[5.74851,45.161766],[5.748151,45.161872],[5.747754,45.162084],[5.746692,45.162564],[5.74644,45.162648],[5.746228394463832,45.16258058586555]],[[5.750776226042234,45.16022477574066],[5.750635,45.1603059999999],[5.750586247911569,45.16040135910403],[5.750505298081414,45.16044077126697],[5.750428203005082,45.16039048677839],[5.750387728090002,45.16022468355564],[5.75017186187626,45.16004528936137],[5.750183426137711,45.15994471964173],[5.7502952139984,45.15989851187319],[5.750441694643436,45.159933847228956],[5.750776226042234,45.16022477574066]],[[5.75278,45.158211],[5.751354,45.159421],[5.750914,45.159117999999886],[5.750871,45.159353],[5.751504,45.159746],[5.751480550797068,45.159819686769765],[5.750776226042234,45.16022477574066]],[[5.75278,45.158211],[5.753145,45.157666],[5.751278,45.156530999999895],[5.751836,45.15588],[5.753135704222085,45.15498139304236]]]}"
710,"45.150342,5.74439",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.74439,45.150342],[5.743618,45.151235],[5.742717,45.15184],[5.741301,45.15358],[5.739799,45.153126],[5.73952,45.15318699999988],[5.739241,45.153596],[5.739015,45.153838],[5.73894,45.154428],[5.738983,45.154805999999894],[5.739112,45.155094],[5.739112,45.155472]],[[5.739123,45.155532],[5.738779,45.15594899999989],[5.738972,45.156788],[5.738876,45.157023],[5.738983,45.157204],[5.739072098260759,45.157994447412726],[5.739133,45.158377],[5.739294,45.159928],[5.739428,45.16017799999987],[5.739713,45.16034],[5.739884,45.160381999999885],[5.740362,45.160363],[5.740845,45.1604389999999],[5.740978943305457,45.16047464057178]]]}"
711,"45.1534444365973,5.718570347817542",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.718570347817542,45.1534444365973],[5.718012517559939,45.15368624020619],[5.716753,45.154231],[5.715244061492275,45.15516390663476],[5.714536661233058,45.1559493263035],[5.715208,45.156803],[5.71568,45.157681],[5.714564,45.158226],[5.714340997331574,45.158539011760325],[5.713573710688842,45.15882207533435]],[[5.739345700789838,45.15344251466389],[5.738511,45.153504999999896],[5.735722,45.153353],[5.734166074175477,45.15335300021781],[5.733438124045549,45.15329674814279],[5.729284,45.153142],[5.728855,45.152809],[5.728297,45.153081],[5.725873,45.153308],[5.724806720307456,45.15333075582831],[5.723491029558027,45.15318459138156],[5.721259,45.153187],[5.719306,45.153187],[5.718570347817542,45.1534444365973]]]}"
712,"45.17001829965087,5.723126023686777",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.723126023686777,45.17001829965087],[5.722086125314069,45.168902741302475],[5.720695693193617,45.16736367874882],[5.715684359274612,45.16195544467289],[5.713795005644157,45.15977891613759]],[[5.727623388284821,45.18208682053436],[5.727672731668607,45.18175640975578],[5.728311029747123,45.180941476928396],[5.728486897501085,45.18019128001352],[5.728375411197097,45.17965135766677],[5.72705099279765,45.177187732140524],[5.726733644676676,45.177011541714414],[5.726288706398132,45.17669789547088],[5.725312693648366,45.17454894131393],[5.724321679186279,45.171691193928034],[5.723119125674282,45.17001667860543]]]}"
713,"45.164611,5.721216",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.721216,45.164611],[5.720469676807629,45.160658024625604]],[[5.731911938769493,45.17283090316],[5.730257324546153,45.17305635188068],[5.729631630091949,45.17292892445258],[5.729214500455814,45.1726054535468],[5.727997,45.171025],[5.726236565193615,45.16924338806216],[5.72319,45.166456],[5.721216,45.164611]]]}"
714,"45.18449093596176,5.740851527088283",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.740851527088283,45.18449093596176],[5.741086,45.183413],[5.740829,45.18217299999989],[5.741558,45.18056999999989],[5.741981470917572,45.17960763315604],[5.742953,45.177363],[5.743165076260106,45.176768956099295],[5.743860292320334,45.17605344503333],[5.74422180467165,45.17564177705806],[5.744652838628991,45.175200700924904],[5.745000446659103,45.174906648271495],[5.745111681228741,45.17471061232568],[5.745250724440785,45.17442635900555],[5.74569566271933,45.173436362228706],[5.745820801610172,45.17298546690349],[5.745597,45.172576],[5.745442,45.172337],[5.745313,45.171899],[5.745142,45.171149999999884],[5.744874921141587,45.170004906082454],[5.744634731974186,45.16930337227413],[5.74431,45.168786],[5.743689641862542,45.168087791308956],[5.743017,45.16778],[5.742379,45.167565],[5.741799,45.16742799999989],[5.74158,45.167466],[5.741145,45.167338],[5.740571,45.167243]]]}"
715,"45.16460243890215,5.74960626696337",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.74960626696337,45.16460243890215],[5.75228647259286,45.166630207368726],[5.753038,45.166472]],[[5.765603120839869,45.17641684540963],[5.759286004385332,45.1731088491623],[5.758865252873098,45.17289462609322],[5.758456,45.172878],[5.757394,45.1719859999999],[5.756278,45.169996],[5.755677,45.168756],[5.755438955415011,45.16852320815024],[5.755211,45.16820399999989],[5.753902,45.167239],[5.753038,45.166472]]]}"
716,"45.17905592963986,5.761646697575697",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.761646697575697,45.17905592963986],[5.762329,45.178225],[5.763702,45.17759],[5.765603120839869,45.17641684540963],[5.766664,45.175714],[5.766725124872552,45.175646507283155],[5.768790897922223,45.17464958365022],[5.770409622490139,45.17375151353475]]]}"
717,"45.1840919561969,5.780646887739529",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.780646887739529,45.1840919561969],[5.780741391753835,45.18431170515617],[5.780865448381709,45.18444755169663],[5.780976,45.184457],[5.781076128093469,45.18441763988218],[5.781196778280765,45.18427811291185]]]}"
718,"45.1890444565401,5.788526301276618",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.788526301276618,45.1890444565401],[5.788765,45.188676],[5.789033,45.188283],[5.787177,45.18789],[5.787113,45.187716],[5.786995,45.18705],[5.787123,45.186619],[5.786952,45.18634],[5.786589705192945,45.186145483895686]]]}"
719,"45.181498193652715,5.788091585765629",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.788091585765629,45.181498193652715],[5.78869,45.180744],[5.789548,45.179866],[5.790128,45.179307],[5.79017,45.178694],[5.790052,45.178271]],[[5.790009,45.178316],[5.789924,45.177651],[5.789666,45.17638],[5.790138,45.174987999999885],[5.789924,45.172477],[5.790524,45.170329],[5.792146550800662,45.16936578267079],[5.793841499876799,45.168701617957986],[5.794601,45.168574],[5.79603218001754,45.16883645309814],[5.796588543227884,45.16886096854385],[5.797262,45.16872599999988],[5.798292,45.167334],[5.798593,45.166093],[5.801082,45.165458],[5.803614,45.1652459999999],[5.80503,45.16458],[5.806918,45.164701],[5.811553,45.163461],[5.812425964209367,45.16317428620499]]]}"
720,"45.259102302439594,5.658932683115253",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.658932683115253,45.259102302439594],[5.660448,45.256702999999895],[5.661821,45.254347],[5.665134773870868,45.250404155485036],[5.6668217348512,45.24793277112996],[5.668259,45.24582699999988],[5.670627700888859,45.24288361764307],[5.671177,45.242201],[5.672894,45.239783],[5.674181,45.237185],[5.67634507967125,45.23494529724641],[5.67634507967125,45.23494529724641],[5.680189,45.231805],[5.682871,45.229554]],[[5.68407886751494,45.228491152085546],[5.68830661621332,45.2237406653484],[5.691479290073191,45.220102019874204],[5.69581,45.21518],[5.69684,45.214424],[5.699458,45.213397],[5.700117839883402,45.212826925472086],[5.702076,45.211069],[5.704908,45.209013],[5.706453,45.208348],[5.707344,45.20725499999989]]]}"
721,"45.234692643187245,5.668897877928321",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.668897877928321,45.234692643187245],[5.671585,45.234102],[5.672636,45.233951],[5.673022,45.234419],[5.674567,45.234223],[5.675683,45.23454],[5.67634507967125,45.23494529724641],[5.67976,45.236792],[5.680520799533487,45.23734547046302]]]}"
722,"45.270727168549776,5.620377493213295",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.620377493213295,45.270727168549776],[5.621122839041191,45.270980736800816]]]}"
723,"45.199034,5.66534",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.66534,45.199034],[5.665555,45.198429999999895],[5.665684,45.197961],[5.666041820294903,45.19742136305275],[5.666714,45.196373],[5.667272,45.195874],[5.667443,45.195088],[5.667765,45.194906],[5.668044285825357,45.19493958329957],[5.668418287169565,45.19526353856872],[5.669322123751406,45.19560396415249],[5.670553211509427,45.195647889885905],[5.671028504884359,45.195713778422466],[5.67162846537403,45.19585653665668],[5.671992,45.196146],[5.672656969070605,45.19699858963739],[5.674052,45.1976889999999],[5.6760025279699,45.198226065135394],[5.678397,45.199012],[5.678387,45.19911],[5.67902,45.19939],[5.679545,45.199427],[5.679889,45.199526],[5.681391,45.200062],[5.68521,45.201438],[5.686830061677201,45.202041467779814],[5.688769008079321,45.20273837207689]]]}"
724,"45.189266879213996,5.693698606864653",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.693698606864653,45.189266879213996],[5.69722515633019,45.18914857175743]],[[5.697209572940847,45.19108149118956],[5.69722515633019,45.18914857175743]],[[5.69722515633019,45.18914857175743],[5.697251540274699,45.189147921098005]]]}"
725,"45.189266,5.693697",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.693697,45.189266],[5.694299374981218,45.18985969605606],[5.695119450845346,45.19078222244738],[5.695142825929357,45.19101834287036],[5.694906168002088,45.19241606343273],[5.69465978566942,45.194389126497576],[5.693831045095908,45.1968198461419],[5.693741451520392,45.197040815506526],[5.693299116177824,45.19762314016635],[5.691210433012097,45.199929121858304],[5.689821732591617,45.20157049838293],[5.688771181551653,45.20273596089036]],[[5.693729,45.18912999999989],[5.690931414959662,45.18607608319339]]]}"
726,"45.184196555834696,5.689912277870885",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.689912277870885,45.184196555834696],[5.691776,45.184321],[5.693622,45.184638],[5.696776,45.184774]],[[5.696776,45.184774],[5.697248,45.184517],[5.699394,45.18448699999988]],[[5.70029959104942,45.18449923363984],[5.699394,45.18448699999988]]]}"
727,"45.18184,5.705552",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.705552,45.18184],[5.70596,45.18184],[5.706308,45.18256599999988],[5.706821424691235,45.18293656020775],[5.707877813203974,45.183579148544545],[5.710316,45.185001],[5.711861,45.185667],[5.712188161044085,45.185719401199954],[5.713663,45.18590899999989],[5.716583834149699,45.1859193729793],[5.716904566144308,45.185907780431535],[5.718483554425462,45.18585561393752],[5.722203839965595,45.185383577446686],[5.722447472922944,45.18533394636794]]]}"
728,"45.17240703200335,5.70776242810858",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.70776242810858,45.17240703200335],[5.7079367885796,45.17343430189833],[5.708427665343875,45.174546594677025],[5.70860590035947,45.17500798382509],[5.708871791940121,45.17555175909335],[5.709841857926661,45.1772901573128],[5.710566485531068,45.17832822762412],[5.71140798855554,45.17930037154894],[5.712811195666034,45.18043580552531]],[[5.718032268061293,45.1829182733846],[5.717374356277474,45.1828139348697],[5.716421155539536,45.1826594295565],[5.715791137064794,45.1823093603962],[5.714449732800952,45.18158069710231],[5.713785653094162,45.18110608908043],[5.712815794341029,45.180435805525306]],[[5.718032268061293,45.1829182733846],[5.717419534454411,45.182998775574134]],[[5.722447472922944,45.18533394636794],[5.722052725852657,45.185148463413356],[5.721000066998554,45.18436015411403],[5.718899889226207,45.1830226117083],[5.718032268061293,45.1829182733846]]]}"
729,"45.188722,5.73319",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.73319,45.188722],[5.733346192816902,45.188626530492854],[5.737267,45.188888],[5.740099,45.188994],[5.740815788786307,45.18873292573135]]]}"
730,"45.19917,5.749304",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.749304,45.19917],[5.749304,45.198021],[5.749025,45.197416],[5.748527075840538,45.196964204906585]],[[5.752582836387094,45.201771126519375],[5.752438744570488,45.201689039294536],[5.750562485171268,45.200263294917704],[5.750145538638103,45.19988525064336],[5.749964657421513,45.19968434609261],[5.749731657888277,45.19951584495462],[5.749464934738386,45.19936246527982],[5.749302448221786,45.199170200033066]]]}"
731,"45.192306,5.720615",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.720615,45.192306],[5.718261509198426,45.19263685731166],[5.717061679459301,45.19309864692092],[5.715992326575686,45.19365042106052],[5.71516365425562,45.19426230441488],[5.714944299817958,45.19450920285281],[5.714457,45.195534],[5.71436,45.196895],[5.714328,45.198876],[5.714122434594435,45.19960925958393],[5.71377,45.200909],[5.714124,45.201007],[5.713835,45.201574],[5.711646,45.20354],[5.709543,45.20478],[5.70823268264397,45.20496562989443]]]}"
732,"45.192306,5.720615",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.720615,45.192306],[5.720656848589146,45.19211030200691],[5.721266315673649,45.19117961018465],[5.722598587035885,45.18920467831938],[5.722751757122959,45.18897392704006],[5.723569391730861,45.18779190739779],[5.724078888549485,45.18694856444937],[5.725482091025789,45.18485864508695],[5.727358138501767,45.18216907110926],[5.727623388284821,45.18208682053436]]]}"
733,"45.18714899999989,5.742202",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.742202,45.18714899999989],[5.742674,45.18612],[5.744047,45.183185999999885],[5.744905,45.18137099999988],[5.745575737948938,45.17819137519714]]]}"
734,"45.18860914249732,5.731441332605304",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.731441332605304,45.18860914249732],[5.730016542398471,45.1880672139744],[5.729000891082197,45.187696265272876],[5.722941934748063,45.185488998061544],[5.722447472922944,45.18533394636794]],[[5.732893878465525,45.189143820929964],[5.732546,45.189591],[5.731101068854611,45.18903949382532],[5.731441332605304,45.18860914249732]],[[5.731441332605304,45.18860914249732],[5.731752,45.188245],[5.73319,45.188722],[5.732893878465525,45.189143820929964]],[[5.740968882679351,45.19160977232201],[5.739065031230141,45.191531991592235],[5.738524164153019,45.19121728246685],[5.737501481730788,45.1908060329884],[5.73618857732044,45.19032437022319],[5.732893878465525,45.189143820929964]],[[5.740957,45.19161],[5.743468,45.191746],[5.744215547228001,45.19181070538194],[5.744905,45.1920179999999],[5.745365215977526,45.19236164722957],[5.746193,45.193529999999896],[5.748527075840538,45.196964204906585]]]}"
