plaspe_id,plaspe_type_nom,adresse,plaspe_barrette_id,plaspe_datecre,plaspe_peint_date,plaspe_arrete_num,plaspe_sign_horiz_etat,plaspe_sign_vert_etat,geo_point_2d
4396,PMR,"20 Cours de la Libération et du Général de Gaulle",7496,20230608000000,,,"Bon Etat","Bon Etat","45.178091706525194,5.715457298117731"
238,PMR,"29 Rue Colonel Bougault",7404,20080717000000,,,"Bon Etat","Bon Etat","45.18116977032437,5.731438702281121"
3726,Livraison,"25 Rue Berthe de Boissieux",3028,20230328000000,,,Dégradé,"Bon Etat","45.18404773942902,5.723246961163612"
3725,Livraison,"25 Rue Berthe de Boissieux",3028,20230328000000,,,Dégradé,"Bon Etat","45.18407227907796,5.723320592501181"
3724,Livraison,"25 Rue Berthe de Boissieux",3028,20230328000000,,,"Bon Etat","Bon Etat","45.18380798535215,5.722528007239688"
1725,Livraison,"25 Rue Berthe de Boissieux",3028,20120801000000,,,"Bon Etat","Bon Etat","45.18377274224617,5.722421946903391"
3704,Livraison,"8 Rue de Strasbourg",6642,20230323000000,,,"Bon Etat","Bon Etat","45.18739284083683,5.729703842093666"
3703,Livraison,"8 Rue de Strasbourg",494,20230323000000,,,"Bon Etat","Bon Etat","45.18711049585604,5.7304014090607565"
3702,Livraison,"8 Rue de Strasbourg",494,20230323000000,,,"Bon Etat","Bon Etat","45.18714817355588,5.730308236769159"
3701,Livraison,"8 Rue de Strasbourg",494,20230323000000,,,"Bon Etat","Bon Etat","45.18718223854597,5.730223997994156"
665,PMR,"1 Avenue Malherbe",1599,,,,"Bon Etat","Bon Etat","45.17052052502918,5.739675341741629"
4412,"Vélos électriques et trotinettes en libre-service","3 Rue Général Ferrié",7556,20230609000000,,,"Bon Etat",,"45.17999530731496,5.723631549760111"
3668,"Vélos électriques et trotinettes en libre-service","5 Rue Abbé de La Salle",6582,20230322000000,,,"Bon Etat",,"45.190092169840284,5.732322466069097"
3606,"Vélos électriques et trotinettes en libre-service","5 Rue Abbé de La Salle",6582,20230317000000,,,"Bon Etat",,"45.190092169840284,5.732322466069097"
86,PMR,"5 Rue Abbé de La Salle",469,20130614000000,,,"Bon Etat","Bon Etat","45.18998285723043,5.732100959939861"
796,Livraison,"27 Rue Jean Prévost",6949,20140127000000,,,Dégradé,"Bon Etat","45.185699725741095,5.714404715613375"
805,Livraison,"61 Rue Nicolas Chorier",5232,20120602000000,,,"Bon Etat","Bon Etat","45.18463238912531,5.709658980161441"
4406,PMR,"14 Rue Général Mangin",5356,20230609000000,,,"Bon Etat",,"45.179350955014584,5.719848504565398"
260,PMR,"14 Rue Général Mangin",5356,20080717000000,,,Dégradé,"Bon Etat","45.17938109661798,5.71988880083585"
1291,PMR,"104 Cours Jean Jaurès",2242,20140805000000,,,"Bon Etat","Bon Etat","45.182409790451736,5.716943191211633"
441,PMR,"19 Rue Augereau",2349,20230404000000,,,Dégradé,"Bon Etat","45.183085414152245,5.719363559408059"
4456,Livraison,"57 Rue Joseph Bouchayer",7704,20230616000000,,,"Bon Etat",Dégradé,"45.177526096367096,5.7083796516128045"
4455,Livraison,"57 Rue Joseph Bouchayer",7704,20230616000000,,,"Bon Etat",Dégradé,"45.17754133819294,5.708290654982866"
3718,"Bornes de recharge électrique","10 Place de Lavalette",6645,20230327000000,,,"Bon Etat","Bon Etat","45.19419204168646,5.731506862622309"
3033,"Bornes de recharge électrique","10 Place de Lavalette",6645,20140923000000,,,"Bon Etat","Bon Etat","45.19414956573719,5.731501794035003"
816,Livraison,"17 Avenue de Vizille",168,20080502000000,,,Dégradé,"Bon Etat","45.18579896237242,5.716617827781958"
694,PMR,"29 Allée des Deux Mondes",1275,,,,"Bon Etat","Bon Etat","45.16761393489791,5.726661630168074"
693,PMR,"29 Allée des Deux Mondes",1276,,,,"Bon Etat",Absent,"45.1675545176907,5.726788526176266"
426,PMR,"14 Boulevard Joseph Vallier",857,20080502000000,,,"Bon Etat","Bon Etat","45.180357337730285,5.714215791085054"
425,PMR,"14 Boulevard Joseph Vallier",857,20080502000000,,,"Bon Etat","Bon Etat","45.180318009497455,5.713109059339781"
3892,PMR,"5 Boulevard Agutte Sembat",591,20230405000000,,,"Bon Etat","Bon Etat","45.188520405259666,5.726076774800156"
206,PMR,"1 Rue Capitaine Camine",5282,20080717000000,,,"Bon Etat","Bon Etat","45.173269149845986,5.713444177697786"
3956,Livraison,"13 Rue Bévière",6909,20230418000000,,,"Bon Etat","Bon Etat","45.18260718647201,5.712480611393316"
772,Livraison,"13 Rue Bévière",6909,20120901000000,,,"Bon Etat","Bon Etat","45.1825620309482,5.712471774657179"
1664,"Dépose minute","14 BIS Rue Ernest Hareux",7372,20130610000000,,,"Bon Etat","Bon Etat","45.1997811388935,5.711217607117354"
4128,Autopartage,"1 Rue du Moulin de Canel",110,20230427000000,,,"Bon Etat","Bon Etat","45.19028765969484,5.716777035901506"
4127,Autopartage,"1 Rue du Moulin de Canel",110,20230427000000,,,"Bon Etat","Bon Etat","45.190240113637635,5.716767323796639"
4126,Autopartage,"1 Rue du Moulin de Canel",110,20230427000000,,,"Bon Etat","Bon Etat","45.19018989154292,5.716757065082667"
4125,Autopartage,"1 Rue du Moulin de Canel",110,20230427000000,,,"Bon Etat","Bon Etat","45.19013947903492,5.716746767491869"
4124,Autopartage,"1 Rue du Moulin de Canel",110,20230427000000,,,"Bon Etat","Bon Etat","45.190094864209,5.716737654189299"
4376,Livraison,"52 Avenue Alsace Lorraine",7434,20230516000000,,,"Bon Etat","Bon Etat","45.190098199151265,5.716082216471481"
1298,Livraison,"47 Avenue Alsace Lorraine",7432,20120418000000,,,"Bon Etat","Bon Etat","45.18970423658673,5.717980135669212"
410,PMR,"1 BIS Rue Galilée",3441,20230419000000,,,"Bon Etat","Bon Etat","45.185799793362484,5.715605997940458"
1009,PMR,"21 Rue Georges de Manteyer",,20110928000000,,,,,"45.173061143004496,5.7434289203080215"
1412,Livraison,"37 Rue Nicolas Chorier",5944,20120914000000,,,"Bon Etat","Bon Etat","45.18567536132153,5.712328251261087"
3531,"Vélos électriques et trotinettes en libre-service","5 Rue Eugène Delacroix",5564,20230310000000,,,"Bon Etat",,"45.19752471508814,5.736344784388166"
117,PMR,"7 Rue Condorcet",6708,20080717000000,,,"Bon Etat","Bon Etat","45.18548841637543,5.721250070733926"
141,PMR,"24 Rue Humbert II",792,20080717000000,,,"Bon Etat","Bon Etat","45.18516175949774,5.723387259504388"
1374,PMR,"10 Avenue de Constantine",,20140522000000,,,"Bon Etat","Bon Etat","45.16052850453585,5.735992527752838"
1111,Livraison,"4 Rue Fantin Latour",6605,20111003000000,,,"Bon Etat","Bon Etat","45.18754116776794,5.731988184606987"
3105,Consulat,"2 Rue Alexandre 1er de Yougoslavie",560,20150227000000,,,"Bon Etat","Bon Etat","45.19101340260567,5.724990984954712"
249,PMR,"1 Chemin des Essarts",6008,20080717000000,,,"Bon Etat","Bon Etat","45.16277955513991,5.717028621048154"
722,PMR,"43 BIS Avenue Marie Reynoard",5534,20110928000000,,,"Bon Etat","Bon Etat","45.16063565147622,5.729041708589356"
1184,"Transport de fond","19 Avenue Maréchal Randon",392,20120403000000,,,Dégradé,Erroné,"45.19794520088101,5.73777798541779"
1171,PMR,"2 Cours Jean Jaurès",2427,20140805000000,,,"Bon Etat","Bon Etat","45.19168350768715,5.720084266828118"
902,Livraison,"9 Place de Verdun",6567,20140127000000,,,"Bon Etat","Bon Etat","45.18952008273141,5.732651040632574"
334,PMR,"9 Place de Verdun",6567,20080717000000,,,"Bon Etat","Bon Etat","45.189439140877,5.7327158756308245"
3991,Livraison,"39 Avenue de Vizille",6697,20230424000000,,,Dégradé,"Bon Etat","45.1873664960062,5.715860849834746"
819,Livraison,"39 Avenue de Vizille",6997,20080502000000,,,"Bon Etat","Bon Etat","45.18752062931374,5.715788768398543"
818,Livraison,"39 Avenue de Vizille",6997,20080502000000,,,Dégradé,"Bon Etat","45.18741670730182,5.715837368232199"
1151,Livraison,"1 Rue Henri Moissan",7729,20111102000000,,,"Bon Etat","Bon Etat","45.179774326208694,5.706890396391534"
431,Covoiturage,"56 Boulevard Joseph Vallier",4803,20230424000000,,,Absent,"Bon Etat","45.1801910577537,5.706453801054768"
4010,Covoiturage,"56 Boulevard Joseph Vallier",4803,20230424000000,,,Absent,"Bon Etat","45.180191078154984,5.706380320640382"
692,PMR,"34 Galerie de l'Arlequin",2001,20160125000000,,,"Bon Etat","Bon Etat","45.165441782067774,5.7314121509755775"
3284,PMR,"3 Rue des Minimes",4239,20150728000000,,,Dégradé,"Bon Etat","45.19295772484526,5.732995225366763"
406,PMR,"8 Rue Colonel Denfert Rochereau",7113,20140616000000,,,Dégradé,"Bon Etat","45.189936846452305,5.717860670416799"
4191,Livraison,"149 Cours de la Libération et du Général de Gaulle",5206,20230503000000,,,"Bon Etat","Bon Etat","45.18871831850648,5.719680032502123"
3499,Livraison,"19 BIS Rue René Thomas",6263,20230301000000,,,"Bon Etat","Bon Etat","45.19002054836936,5.709696272065808"
3459,"Vélos électriques et trotinettes en libre-service","43 Rue du Vercors",4488,20230220000000,,,"Bon Etat",,"45.19117193109145,5.707653291544298"
672,PMR,"2 Avenue Teisseire",4636,,,,Absent,"Bon Etat","45.17034980267888,5.740743813340531"
3626,Livraison,"19 Rue Voltaire",6589,20230320000000,,,"Bon Etat","Bon Etat","45.19021075617013,5.7314670087848185"
194,PMR,"19 Rue Voltaire",6589,20080717000000,,,"Bon Etat","Bon Etat","45.190255747244805,5.7315486123416655"
4066,PMR,"1 Avenue Doyen Louis Weil",2507,20230425000000,,,"Bon Etat","Bon Etat","45.191658632278184,5.712426378630556"
44,PMR,"1 Avenue Doyen Louis Weil",2507,20080717000000,,,"Bon Etat","Bon Etat","45.191652091965096,5.712400681741496"
3144,PMR,"16 Boulevard Clemenceau",,20150504000000,,,"Bon Etat","Bon Etat","45.18483488110457,5.7411648048579185"
1030,PMR,"16 Boulevard Clemenceau",,20150504000000,,,"Bon Etat","Bon Etat","45.18458031097121,5.740747342574963"
258,PMR,"44 Rue Général Ferrié",5196,20080717000000,,,"Bon Etat","Bon Etat","45.17727381409334,5.724256740515046"
1706,PMR,"35 Rue Général Ferrié",5579,20130531000000,,,"Bon Etat","Bon Etat","45.17756546379159,5.7243471771266226"
4089,"Vélos électriques et trotinettes en libre-service","71 Cours Jean Jaurès",7087,20230426000000,,,"Bon Etat",,"45.185406830305574,5.718358785419474"
910,Livraison,"1 Place Gustave Rivet",5625,20230405000000,,,"Bon Etat","Bon Etat","45.1822932589998,5.728389486965112"
4373,Livraison,"61 Avenue Alsace Lorraine",7433,20230516000000,,,"Bon Etat","Bon Etat","45.18996911480859,5.716336326120451"
1884,Autopartage,"37 Rue de Stalingrad",2928,20130617000000,,,Dégradé,Dégradé,"45.179261055046865,5.726253749519132"
674,PMR,"3 Avenue de Valmy",,20090202000000,,,"Bon Etat","Bon Etat","45.18713016609227,5.742684775815309"
3965,Livraison,"1 BIS Rue Jean Prévost",6942,20230419000000,,,"Bon Etat","Bon Etat","45.183171862292305,5.716880936626154"
3957,PMR,"11 BIS Rue de New York",6913,20230418000000,,,"Bon Etat","Bon Etat","45.18364389241526,5.715366293812235"
4194,Livraison,"16 Avenue Alsace Lorraine",7224,20230503000000,,,"Bon Etat","Bon Etat","45.18937087536765,5.720725399758345"
4193,Livraison,"16 Avenue Alsace Lorraine",7224,20230503000000,,,"Bon Etat","Bon Etat","45.18938183367022,5.720653633928424"
1004,PMR,"132 Rue Léon Jouhaux",,20110928000000,,,,,"45.17089199921599,5.744412068272117"
97,PMR,"55 Cours Jean Jaurès",2226,20140522000000,,,"Bon Etat","Bon Etat","45.18648485640102,5.718726807519078"
3225,Autopartage,"7 Rue Victor Lastella",4756,20140601000000,,,"Bon Etat","Bon Etat","45.18430518149048,5.704933305119141"
713,PMR,"34 Rue Paul Helbronner",5773,20110928000000,,,"Bon Etat","Bon Etat","45.16492818645071,5.739527828604289"
3029,Autopartage,"42 Rue Thiers",3582,20140923000000,,,"Bon Etat","Bon Etat","45.18513822087147,5.719720245774957"
3808,Autopartage,"42 Rue Thiers",3582,20230404000000,,,"Bon Etat",Dégradé,"45.1850324341767,5.7196516728172515"
3807,"Bornes de recharge électrique","42 Rue Thiers",3582,20230404000000,,,"Bon Etat",Absent,"45.18508750278096,5.7196886233634405"
1381,Livraison,"10 Rue Anthoard",90,20120910000000,,,"Bon Etat","Bon Etat","45.18911121047004,5.711597378134543"
3884,Livraison,"17 Boulevard Agutte Sembat",6810,20230405000000,,,"Bon Etat","Bon Etat","45.18684527413091,5.7279542928566745"
3883,Livraison,"17 Boulevard Agutte Sembat",6810,20230405000000,,,"Bon Etat","Bon Etat","45.18689953907239,5.7278939329896135"
3904,"Police municipale","3 Rue François Raoult",6821,20230405000000,,,Dégradé,"Bon Etat","45.18646917942666,5.727426473766707"
3903,"Police municipale","3 Rue François Raoult",6821,20230405000000,,,Dégradé,"Bon Etat","45.18645410226832,5.727381231580345"
3902,"Police municipale","3 Rue François Raoult",6821,20230405000000,,,Dégradé,"Bon Etat","45.18648082148146,5.727461408255019"
3764,Livraison,"1 Rue Lakanal",715,20230331000000,,,"Bon Etat","Bon Etat","45.18659480425695,5.723710883255736"
875,Livraison,"1 Rue Lakanal",715,20080502000000,,,"Bon Etat","Bon Etat","45.18663978077559,5.7237648937274095"
3766,Livraison,"14 Rue Lakanal",712,20230403000000,,,"Bon Etat","Bon Etat","45.18616122378733,5.723084188859267"
3765,Livraison,"14 Rue Lakanal",712,20230403000000,,,"Bon Etat","Bon Etat","45.18619389359728,5.723124743704154"
3771,Livraison,"17 Rue Lakanal",412,20230403000000,,,"Bon Etat",Absent,"45.185583926935806,5.722480959129193"
3770,PMR,"17 Rue Lakanal",412,20230403000000,,,"Bon Etat","Bon Etat","45.18550719337427,5.722389503830739"
3769,Livraison,"17 Rue Lakanal",412,20230403000000,,,"Bon Etat",Absent,"45.18554514174922,5.72243473275903"
3768,Livraison,"17 Rue Lakanal",412,20230403000000,,,"Bon Etat",Absent,"45.185623413655954,5.722528021713946"
3767,Livraison,"17 Rue Lakanal",412,20230403000000,,,"Bon Etat",Absent,"45.185667886724794,5.722581027426769"
1924,Livraison,"17 Rue Lakanal",711,20130610000000,,,"Bon Etat",Absent,"45.185698828156,5.722617905375565"
3986,"Dépose minute","9 Avenue de Vizille",6995,20230424000000,,,Erroné,"Bon Etat","45.18461383412332,5.71716441182994"
3985,"Dépose minute","9 Avenue de Vizille",6995,20230424000000,,,Erroné,"Bon Etat","45.18464026651584,5.717152260806117"
3984,"Dépose minute","9 Avenue de Vizille",6995,20230424000000,,,Erroné,"Bon Etat","45.184666199601,5.71714033930318"
1369,Livraison,"77 Rue de Stalingrad",1323,20120910000000,,,Dégradé,Absent,"45.175386638433636,5.72581431756733"
1053,Livraison,"2 Rue de Turenne",3596,20111003000000,,,Dégradé,"Bon Etat","45.18520389106712,5.721960412321013"
3503,"Vélos électriques et trotinettes en libre-service","38 Rue Blanche Monier",6308,20230302000000,,,"Bon Etat",,"45.19658911298489,5.738494765970667"
3482,Livraison,"61 Rue du Vercors",6219,20230228000000,,,"Bon Etat","Bon Etat","45.19168098051673,5.705619558951227"
750,PMR,"41 Rue des Chardonnerets",1911,,,,"Bon Etat","Bon Etat","45.16679095384634,5.731009907772393"
749,PMR,"41 Rue des Chardonnerets",1911,,,,"Bon Etat","Bon Etat","45.16741127686065,5.730985897247731"
3938,Livraison,"107 Cours Jean Jaurès",6861,20230417000000,,,"Bon Etat","Bon Etat","45.181936042893796,5.717198368938355"
872,Livraison,"107 Cours Jean Jaurès",6861,20140805000000,,,"Bon Etat","Bon Etat","45.18197371305585,5.717211244553895"
997,Livraison,"122 BIS Avenue Jean Perrot",,20110928000000,,,,,"45.16883683634879,5.740697503899705"
3228,Livraison,"31 Rue Gustave Eiffel",5283,20140402000000,,,"Bon Etat","Bon Etat","45.18400508971952,5.70344563381425"
4040,"Vélos électriques et trotinettes en libre-service","31 Rue Gustave Eiffel",5283,20230425000000,,,"Bon Etat",,"45.18425818893409,5.703452294486677"
4039,Livraison,"31 Rue Gustave Eiffel",5283,20230425000000,,,"Bon Etat","Bon Etat","45.18392725721289,5.703443585551022"
3787,Autopartage,"45 Rue de Turenne",3563,20230403000000,,,Dégradé,Dégradé,"45.182937888050375,5.718664123434947"
2064,Autopartage,"45 Rue de Turenne",3563,20130610000000,,,"Bon Etat",Dégradé,"45.18292373874846,5.718535415535933"
1045,Autopartage,"45 Rue de Turenne",3563,20090202000000,,,"Bon Etat",Dégradé,"45.18293089404496,5.718600502898198"
4384,"Vélos électriques et trotinettes en libre-service","1 Rue des Eaux Claires",5991,20230606000000,,,"Bon Etat",,"45.179091143274,5.711298041473641"
1020,Livraison,"65 Avenue Jeanne d'Arc",,20110928000000,,,,,"45.18174583090188,5.744850298627141"
247,PMR,"7 Rue Élisée Chatin",7550,20080717000000,,,"Bon Etat","Bon Etat","45.18017964260646,5.722870839714232"
834,Livraison,"3 Rue Camille Desmoulins",6842,20110702000000,,,"Bon Etat","Bon Etat","45.18374834412174,5.7179486588076465"
4178,PMR,"3 Rue de la Scierie",7189,20230428000000,,,"Bon Etat","Bon Etat","45.19622910726138,5.713472763802983"
224,PMR,"216 Cours de la Libération et du Général de Gaulle",1901,20080717000000,,,"Bon Etat","Bon Etat","45.16151279792936,5.709903446315055"
3607,PMR,"13 Rue Condillac",469,20230317000000,,,"Bon Etat","Bon Etat","45.18974965046581,5.731621858413385"
85,PMR,"13 Rue Condillac",469,20130614000000,,,"Bon Etat","Bon Etat","45.189725885907635,5.73157359078529"
2765,PMR,"25 Rue Léo Lagrange",7762,20140417000000,,,"Bon Etat",Absent,"45.17678173563533,5.723010034439031"
3795,Livraison,"18 Rue Marceau",3059,20230403000000,,,"Bon Etat","Bon Etat","45.18311662436736,5.721579594197514"
3794,Livraison,"18 Rue Marceau",3059,20230403000000,,,"Bon Etat","Bon Etat","45.183078849842225,5.721606097154193"
3084,PMR,"30 Rue d'Alembert",93,20140601000000,,,Dégradé,"Bon Etat","45.18893253042457,5.711094371915466"
342,PMR,"39 Route de Lyon",2921,20080717000000,,,"Bon Etat","Bon Etat","45.196601321437534,5.718714528545553"
4392,"Vélos électriques et trotinettes en libre-service","38 Rue Joseph Bouchayer",7471,20230608000000,,,"Bon Etat",,"45.177123626936826,5.710874325989975"
4443,Autopartage,"15 Avenue Albert 1er de Belgique",5167,20230614000000,,,"Bon Etat","Bon Etat","45.181803639394026,5.7319098164636575"
4442,Autopartage,"15 Avenue Albert 1er de Belgique",5167,20230614000000,,,"Bon Etat","Bon Etat","45.18178306060657,5.731869657124815"
4441,Autopartage,"15 Avenue Albert 1er de Belgique",5167,20230614000000,,,"Bon Etat","Bon Etat","45.18176367845049,5.731831833054086"
3815,Livraison,"21 Rue Général Rambaud",2180,20230404000000,,,"Bon Etat","Bon Etat","45.18219011377749,5.720522728920093"
3814,Livraison,"21 Rue Général Rambaud",2180,20230404000000,,,"Bon Etat","Bon Etat","45.18221486255237,5.720480246216302"
3934,Livraison,"49 Rue de Turenne",2517,20230417000000,,,Dégradé,"Bon Etat","45.18273981507801,5.71766377242518"
4284,"Vélos électriques et trotinettes en libre-service","10 Quai des Allobroges",5811,20230511000000,,,"Bon Etat",,"45.20091415495651,5.733766471881479"
179,PMR,"2 Rue Sappey",311,20140603000000,,,"Bon Etat","Bon Etat","45.197043647440445,5.731511609711666"
1150,Livraison,"15 Rue Henri Dunant",1134,20111102000000,,,,,"45.17478841095496,5.709117715822518"
3801,PMR,"12 Rue Thiers",6737,20230403000000,,,"Bon Etat","Bon Etat","45.187672149756594,5.721436108344465"
3551,Autopartage,"10 Avenue Maréchal Randon",6486,20230313000000,,,Dégradé,"Bon Etat","45.19888720444597,5.738547664220631"
3673,PMR,"12 Rue de l'Alma",6618,20230322000000,,,"Bon Etat","Bon Etat","45.19129185106804,5.733767970515922"
3573,Autopartage,"40 Boulevard Maréchal Leclerc",2779,20230315000000,,,"Bon Etat","Bon Etat","45.19259506954523,5.736934081936646"
3572,Autopartage,"40 Boulevard Maréchal Leclerc",2779,20230315000000,,,"Bon Etat","Bon Etat","45.19264000566526,5.736890303657504"
4422,Livraison,"35 Avenue Albert 1er de Belgique",677,20230612000000,,,"Bon Etat",Absent,"45.18186581071098,5.729429952454969"
4421,Livraison,"35 Avenue Albert 1er de Belgique",677,20230612000000,,,"Bon Etat",Absent,"45.181862923624834,5.729482272548916"
905,Livraison,"35 Avenue Albert 1er de Belgique",677,20080502000000,,,Absent,"Bon Etat","45.18186078901211,5.729520955955486"
3498,PMR,"4 Rue Diderot",4793,20230301000000,,,"Bon Etat","Bon Etat","45.18915674519243,5.705764957075129"
3497,Livraison,"4 Rue Diderot",4793,20230301000000,,,Dégradé,"Bon Etat","45.18912615975134,5.705784250054495"
3729,Livraison,"34 Rue Humbert II",6668,20230328000000,,,"Bon Etat",Absent,"45.18484003736317,5.722412521670265"
3306,PMR,"26 Rue Francis Jammes",1881,20150806000000,,,"Bon Etat","Bon Etat","45.16264828631716,5.718957403745236"
1708,PMR,"2 Rue Le Brix",1314,20130531000000,,,Dégradé,"Bon Etat","45.178501963689584,5.723795345138505"
999,Livraison,"22 Avenue Teisseire",,20110928000000,,,,,"45.16868766333175,5.743086928570344"
4063,Taxi,"17 Rue de la Frise",7076,20230425000000,,,"Bon Etat",Dégradé,"45.19145559705476,5.711999104763219"
4065,Taxi,"17 Rue de la Frise",7076,20230425000000,,,"Bon Etat",Dégradé,"45.19148584683885,5.712139651786443"
4064,Taxi,"17 Rue de la Frise",7076,20230425000000,,,"Bon Etat",Dégradé,"45.191471730697295,5.712074065029235"
1465,Taxi,"17 Rue de la Frise",7076,20121106000000,,,"Bon Etat",Dégradé,"45.191442087644916,5.711936337437246"
2105,PMR,"6 Rue des Charmilles",7816,20130610000000,,,"Bon Etat","Bon Etat","45.17521074093299,5.728993485258576"
4368,Livraison,"12 Avenue Alsace Lorraine",7428,20230516000000,,,"Bon Etat","Bon Etat","45.18916767988534,5.722025657249102"
4367,Livraison,"12 Avenue Alsace Lorraine",7428,20230516000000,,,"Bon Etat","Bon Etat","45.189183769564444,5.721914850208923"
4366,Livraison,"12 Avenue Alsace Lorraine",7428,20230516000000,,,"Bon Etat","Bon Etat","45.18919884316385,5.721811040019582"
4365,Livraison,"12 Avenue Alsace Lorraine",7428,20230516000000,,,"Bon Etat","Bon Etat","45.18921418665291,5.721705370409791"
4364,Livraison,"12 Avenue Alsace Lorraine",7428,20230516000000,,,"Bon Etat","Bon Etat","45.18923006530452,5.721596014402965"
1215,Livraison,"12 Avenue Alsace Lorraine",7428,20120404000000,,,"Bon Etat","Bon Etat","45.1892419472973,5.721514182808833"
3732,Livraison,"1 Rue Lazare Carnot",795,20230328000000,,,"Bon Etat","Bon Etat","45.18533388830379,5.723044099034332"
3731,Livraison,"1 Rue Lazare Carnot",795,20230328000000,,,"Bon Etat","Bon Etat","45.18528139653271,5.7230796739808785"
3733,"Dépose minute","7 Rue Lazare Carnot",804,20230328000000,,,"Bon Etat",Dégradé,"45.18483229379443,5.723387318368874"
1984,"Dépose minute","7 Rue Lazare Carnot",804,20130620000000,,,"Bon Etat",Dégradé,"45.18479267430069,5.723413859596223"
4032,Livraison,"12 Rue Ampère",7047,20230425000000,,,"Bon Etat","Bon Etat","45.18484935663363,5.705603295534352"
4031,Livraison,"12 Rue Ampère",7047,20230425000000,,,"Bon Etat","Bon Etat","45.184903623930495,5.705606047347298"
4030,Autopartage,"12 Rue Ampère",7047,20230425000000,,,"Bon Etat","Bon Etat","45.184964138307635,5.705609115946606"
4029,PMR,"12 Rue Ampère",7047,20230425000000,,,"Bon Etat","Bon Etat","45.18502753903316,5.7056123309155025"
2567,PMR,"15 Rue des Arts et Métiers",3940,20131129000000,,,"Bon Etat","Bon Etat","45.185192300569845,5.704611692828553"
40,PMR,"44 Rue Félix Esclangon",4764,20080717000000,,,"Bon Etat","Bon Etat","45.19389904285459,5.71019714491039"
1026,Livraison,"17 Chemin Joseph Brun",,20110928000000,,,,,"45.186979906254905,5.745098609955558"
1218,"Transport de fond","13 Chemin Joseph Brun",4620,20120404000000,,,,,"45.18699997552023,5.745336815722113"
409,PMR,"48 Rue Félix Esclangon",4764,20230407000000,,,"Bon Etat","Bon Etat","45.193631172857096,5.710607328955679"
510,PMR,"58 Boulevard Maréchal Foch",832,20230417000000,,,"Bon Etat","Bon Etat","45.180722397588625,5.719262237726826"
1047,Livraison,"54 Boulevard Maréchal Foch",6798,20111003000000,,,Dégradé,"Bon Etat","45.18073964537734,5.720182795855417"
4263,Livraison,"10 Quai de France",7304,20230510000000,,,"Bon Etat","Bon Etat","45.19356447430565,5.722690649833441"
2906,Livraison,"16 Quai de France",7305,20140509000000,,,Dégradé,"Bon Etat","45.19355122154476,5.722328923007936"
4385,PMR,"7 Chemin des Marronniers",7456,20230607000000,,,"Bon Etat","Bon Etat","45.17738895292211,5.713843691990124"
226,PMR,"7 Chemin des Marronniers",7456,20080717000000,,,"Bon Etat","Bon Etat","45.17736244931718,5.7139589638859505"
4370,Livraison,"17 Avenue Alsace Lorraine",7430,20230516000000,,,"Bon Etat","Bon Etat","45.1891442868188,5.721547942568591"
4018,Livraison,"5 Rue Ampère",3184,20230425000000,,,Dégradé,"Bon Etat","45.187950679544876,5.705955277864893"
4017,Livraison,"5 Rue Ampère",3184,20230425000000,,,Dégradé,"Bon Etat","45.187998065402454,5.705957445112186"
343,PMR,"22 BIS Rue de Strasbourg",480,20080717000000,,,"Bon Etat","Bon Etat","45.18636049092064,5.732263493305227"
73,PMR,"5 Rue des 400 Couverts",4525,20080717000000,,,"Bon Etat","Bon Etat","45.188506793954595,5.71698715117305"
3758,Autopartage,"10 Rue du 4ème Régiment du Génie",6683,20230331000000,,,Erroné,"Bon Etat","45.18394223808548,5.7307015226368065"
3757,Autopartage,"10 Rue du 4ème Régiment du Génie",6683,20230331000000,,,Erroné,"Bon Etat","45.18396848393853,5.730674033568922"
3756,Autopartage,"10 Rue du 4ème Régiment du Génie",6683,20230331000000,,,Erroné,"Bon Etat","45.183987623878046,5.7306539869876465"
3755,Autopartage,"10 Rue du 4ème Régiment du Génie",6683,20230331000000,,,Erroné,"Bon Etat","45.18400848739912,5.730632135160546"
3780,Autopartage,"1 Rue Paul Dijon",3598,20230403000000,,,Dégradé,"Bon Etat","45.184958627460766,5.720757657127513"
3779,Autopartage,"1 Rue Paul Dijon",3598,20230403000000,,,Dégradé,"Bon Etat","45.185000490553904,5.720737892925115"
3481,Livraison,"61 BIS Rue du Vercors",6219,20230228000000,,,"Bon Etat","Bon Etat","45.191716370553976,5.705548037525284"
4466,PMR,"20 Rue Guynemer",7727,20230616000000,,,Dégradé,"Bon Etat","45.17588949347788,5.711951621079354"
898,Livraison,"45 Rue Thiers",3586,20230404000000,,,Dégradé,"Bon Etat","45.18544954690969,5.720028773992095"
3806,Livraison,"45 Rue Thiers",3586,20230404000000,,,Dégradé,"Bon Etat","45.18541166137602,5.720003690488934"
1368,Livraison,"58 Rue de Stalingrad",7571,20120910000000,,,"Bon Etat","Bon Etat","45.177291526664014,5.7260570458125235"
282,PMR,"58 Rue de Stalingrad",7571,20080717000000,,,"Bon Etat","Bon Etat","45.17723365028238,5.7260688257218355"
4264,Livraison,"20 Quai de France",7306,20230510000000,,,Dégradé,"Bon Etat","45.19354345480314,5.722019022780005"
3847,Livraison,"6 Place Gustave Rivet",737,20230405000000,,,"Bon Etat","Bon Etat","45.182456454299505,5.728008398162299"
1092,Livraison,"6 Place Gustave Rivet",737,20111003000000,,,"Bon Etat","Bon Etat","45.18242928521934,5.727946565023408"
